销售日期,单品编码,销售单价(元/千克),批发价格(元/千克),销量(千克)
2020-07-11,小米椒,24.5,10.2,0.178
2020-07-11,小米椒,25.8,10.2,3.6149999999999998
2020-07-11,木耳菜,7.0,4.24,2.98
2020-07-11,杏鲍菇(1),9.1,6.11,0.15
2020-07-11,杏鲍菇(1),9.3,6.11,0.251
2020-07-11,杏鲍菇(1),9.4,6.11,0.281
2020-07-11,杏鲍菇(1),9.6,6.11,0.21
2020-07-11,杏鲍菇(1),10.0,6.11,13.06
2020-07-11,泡泡椒(精品),8.4,5.64,0.271
2020-07-11,泡泡椒(精品),8.9,5.64,0.381
2020-07-11,泡泡椒(精品),9.0,5.64,0.481
2020-07-11,泡泡椒(精品),9.1,5.64,0.251
2020-07-11,泡泡椒(精品),10.0,5.64,21.895
2020-07-11,海鲜菇(1),16.0,10.0,0.145
2020-07-11,海鲜菇(1),18.0,10.0,2.047
2020-07-11,灯笼椒(1),11.2,4.72,0.518
2020-07-11,灯笼椒(1),11.6,4.72,0.309
2020-07-11,灯笼椒(1),12.0,4.72,2.254
2020-07-11,甜白菜,5.9,5.05,0.627
2020-07-11,甜白菜,6.9,5.05,0.551
2020-07-11,甜白菜,7.0,5.05,0.777
2020-07-11,甜白菜,7.1,5.05,1.266
2020-07-11,甜白菜,7.2,5.05,0.79
2020-07-11,甜白菜,7.4,5.05,0.539
2020-07-11,甜白菜,7.5,5.05,1.291
2020-07-11,甜白菜,7.6,5.05,0.714
2020-07-11,甜白菜,7.7,5.05,0.89
2020-07-11,甜白菜,8.0,5.05,30.629
2020-07-11,竹叶菜,4.2,2.37,0.281
2020-07-11,竹叶菜,4.3,2.37,0.984
2020-07-11,竹叶菜,4.5,2.37,1.104
2020-07-11,竹叶菜,4.7,2.37,0.642
2020-07-11,竹叶菜,4.8,2.37,0.402
2020-07-11,竹叶菜,5.0,2.37,20.175
2020-07-11,紫茄子(2),6.8,5.42,1.0899999999999999
2020-07-11,紫茄子(2),7.1,5.42,0.301
2020-07-11,紫茄子(2),7.3,5.42,0.313
2020-07-11,紫茄子(2),7.5,5.42,0.8520000000000001
2020-07-11,紫茄子(2),7.6,5.42,0.627
2020-07-11,紫茄子(2),7.7,5.42,1.378
2020-07-11,紫茄子(2),8.0,5.42,29.464
2020-07-11,红杭椒,16.0,6.37,3.436
2020-07-11,红椒(1),8.2,6.6,0.241
2020-07-11,红椒(1),8.6,6.6,0.22
2020-07-11,红椒(1),9.4,6.6,0.22
2020-07-11,红椒(1),9.6,6.6,0.361
2020-07-11,红椒(1),10.0,6.6,4.519
2020-07-11,红灯笼椒(1),18.0,11.9,1.613
2020-07-11,红薯尖,5.1,3.6,0.585
2020-07-11,红薯尖,5.4,3.6,0.418
2020-07-11,红薯尖,6.0,3.6,13.347
2020-07-11,苋菜,4.5,2.38,0.843
2020-07-11,苋菜,4.6,2.38,0.903
2020-07-11,苋菜,5.0,2.38,6.788
2020-07-11,菜心,7.2,4.77,0.489
2020-07-11,菜心,8.0,4.77,12.184
2020-07-11,螺丝椒,10.1,7.51,0.417
2020-07-11,螺丝椒,10.5,7.51,0.159
2020-07-11,螺丝椒,10.6,7.51,0.209
2020-07-11,螺丝椒,10.7,7.51,0.968
2020-07-11,螺丝椒,10.8,7.51,0.326
2020-07-11,螺丝椒,10.9,7.51,0.651
2020-07-11,螺丝椒,11.2,7.51,0.40900000000000003
2020-07-11,螺丝椒,11.3,7.51,0.86
2020-07-11,螺丝椒,11.4,7.51,0.359
2020-07-11,螺丝椒,12.0,7.51,32.347
2020-07-11,西兰花,10.3,8.91,0.286
2020-07-11,西兰花,11.9,8.91,0.515
2020-07-11,西兰花,12.1,8.91,0.594
2020-07-11,西兰花,12.6,8.91,0.415
2020-07-11,西兰花,12.7,8.91,0.615
2020-07-11,西兰花,13.1,8.91,0.444
2020-07-11,西兰花,13.2,8.91,0.451
2020-07-11,西兰花,14.0,8.91,33.401
2020-07-11,西峡香菇(1),15.3,12.0,0.172
2020-07-11,西峡香菇(1),16.9,12.0,0.131
2020-07-11,西峡香菇(1),17.6,12.0,0.293
2020-07-11,西峡香菇(1),18.1,12.0,0.298
2020-07-11,西峡香菇(1),18.4,12.0,0.096
2020-07-11,西峡香菇(1),18.5,12.0,0.374
2020-07-11,西峡香菇(1),19.1,12.0,0.227
2020-07-11,西峡香菇(1),19.8,12.0,17.622
2020-07-11,金针菇(1),6.8,4.13,0.439
2020-07-11,金针菇(1),7.2,4.13,0.501
2020-07-11,金针菇(1),7.3,4.13,0.113
2020-07-11,金针菇(1),8.0,4.13,14.025
2020-07-11,青梗散花,1.7,3.86,0.186
2020-07-11,青梗散花,6.0,3.86,0.587
2020-07-11,青梗散花,6.2,3.86,0.702
2020-07-11,青梗散花,6.3,3.86,0.659
2020-07-11,青梗散花,6.5,3.86,0.731
2020-07-11,青梗散花,6.6,3.86,0.53
2020-07-11,青梗散花,6.7,3.86,0.473
2020-07-11,青梗散花,7.0,3.86,35.975
2020-07-11,青线椒,12.2,8.15,0.114
2020-07-11,青线椒,14.0,8.15,6.394
2020-07-11,青茄子(1),3.5,2.19,0.704
2020-07-11,青茄子(1),3.6,2.19,0.477
2020-07-11,青茄子(1),3.7,2.19,1.282
2020-07-11,青茄子(1),3.8,2.19,0.93
2020-07-11,青茄子(1),4.0,2.19,30.858999999999998
2020-07-11,高瓜(1),10.0,5.41,1.464
2020-07-11,黄白菜(2),0.5,5.31,0.59
2020-07-11,黄白菜(2),7.9,5.31,0.457
2020-07-11,黄白菜(2),8.2,5.31,0.39
2020-07-11,黄白菜(2),8.5,5.31,0.356
2020-07-11,黄白菜(2),9.0,5.31,29.232
2020-07-12,七彩椒(1),15.4,7.83,0.175
2020-07-12,七彩椒(1),16.0,7.83,1.596
2020-07-12,上海青,9.0,6.25,0.812
2020-07-12,上海青,10.0,6.25,12.99
2020-07-12,东门口小白菜,7.3,4.26,0.288
2020-07-12,东门口小白菜,8.0,4.26,5.838
2020-07-12,云南油麦菜,3.2,3.75,0.301
2020-07-12,云南油麦菜,4.1,3.75,0.736
2020-07-12,云南油麦菜,4.8,3.75,0.368
2020-07-12,云南油麦菜,5.1,3.75,0.636
2020-07-12,云南油麦菜,5.3,3.75,0.819
2020-07-12,云南油麦菜,5.4,3.75,0.301
2020-07-12,云南油麦菜,5.5,3.75,4.348
2020-07-12,云南油麦菜,5.7,3.75,0.485
2020-07-12,云南油麦菜,6.0,3.75,58.774
2020-07-12,云南生菜,7.9,6.92,0.291
2020-07-12,云南生菜,8.8,6.92,1.162
2020-07-12,云南生菜,9.0,6.92,1.063
2020-07-12,云南生菜,9.1,6.92,0.12
2020-07-12,云南生菜,9.2,6.92,0.45100000000000007
2020-07-12,云南生菜,9.5,6.92,0.511
2020-07-12,云南生菜,10.0,6.92,26.44
2020-07-12,净藕(1),14.0,9.0,0.275
2020-07-12,净藕(1),14.7,9.0,0.482
2020-07-12,净藕(1),15.0,9.0,0.3
2020-07-12,净藕(1),16.0,9.0,8.26
2020-07-12,外地茼蒿,18.0,11.06,2.376
2020-07-12,大白菜,3.6,2.1,0.754
2020-07-12,大白菜,3.7,2.1,2.211
2020-07-12,大白菜,4.0,2.1,14.071
2020-07-12,大龙茄子,7.1,5.34,0.291
2020-07-12,大龙茄子,9.0,5.34,0.721
2020-07-12,大龙茄子,9.2,5.34,0.351
2020-07-12,大龙茄子,9.3,5.34,0.391
2020-07-12,大龙茄子,10.0,5.34,14.940999999999999
2020-07-12,姬菇(1),14.0,7.81,1.78
2020-07-12,娃娃菜,6.9,4.05,15.0
2020-07-12,小白菜,0.9,10.39,0.332
2020-07-12,小白菜,13.9,10.39,0.319
2020-07-12,小白菜,16.0,10.39,6.178
2020-07-12,小米椒,22.2,10.19,0.14
2020-07-12,小米椒,22.4,10.19,0.07
2020-07-12,小米椒,23.3,10.19,0.089
2020-07-12,小米椒,23.8,10.19,0.16999999999999998
2020-07-12,小米椒,25.8,10.19,4.652
2020-07-12,木耳菜,7.0,4.43,5.1739999999999995
2020-07-12,杏鲍菇(1),8.8,6.08,0.832
2020-07-12,杏鲍菇(1),9.0,6.08,0.932
2020-07-12,杏鲍菇(1),9.1,6.08,0.511
2020-07-12,杏鲍菇(1),9.3,6.08,0.251
2020-07-12,杏鲍菇(1),9.4,6.08,0.261
2020-07-12,杏鲍菇(1),10.0,6.08,16.361
2020-07-12,泡泡椒(精品),5.6,6.08,0.11
2020-07-12,泡泡椒(精品),8.8,6.08,0.611
2020-07-12,泡泡椒(精品),9.2,6.08,0.5720000000000001
2020-07-12,泡泡椒(精品),9.3,6.08,0.301
2020-07-12,泡泡椒(精品),9.4,6.08,0.8220000000000001
2020-07-12,泡泡椒(精品),9.5,6.08,0.732
2020-07-12,泡泡椒(精品),10.0,6.08,34.847
2020-07-12,洪湖藕带,25.6,24.05,0.312
2020-07-12,洪湖藕带,29.8,24.05,2.461
2020-07-12,海鲜菇(1),16.4,10.01,0.389
2020-07-12,海鲜菇(1),18.0,10.01,1.719
2020-07-12,灯笼椒(1),12.0,7.38,1.185
2020-07-12,甜白菜,7.1,4.94,0.489
2020-07-12,甜白菜,7.3,4.94,0.627
2020-07-12,甜白菜,8.0,4.94,29.351
2020-07-12,白玉菇(2),3.5,2.07,4.0
2020-07-12,竹叶菜,4.3,2.24,0.784
2020-07-12,竹叶菜,4.5,2.24,0.442
2020-07-12,竹叶菜,4.6,2.24,0.462
2020-07-12,竹叶菜,4.7,2.24,0.402
2020-07-12,竹叶菜,5.0,2.24,30.973
2020-07-12,紫茄子(2),1.5,5.05,0.326
2020-07-12,紫茄子(2),6.2,5.05,0.627
2020-07-12,紫茄子(2),6.9,5.05,0.589
2020-07-12,紫茄子(2),7.0,5.05,0.576
2020-07-12,紫茄子(2),7.2,5.05,0.313
2020-07-12,紫茄子(2),7.3,5.05,0.276
2020-07-12,紫茄子(2),7.4,5.05,1.516
2020-07-12,紫茄子(2),7.6,5.05,0.363
2020-07-12,紫茄子(2),8.0,5.05,36.555
2020-07-12,红杭椒,14.6,6.72,0.113
2020-07-12,红杭椒,14.9,6.72,0.169
2020-07-12,红杭椒,16.0,6.72,2.289
2020-07-12,红椒(1),9.5,5.56,0.291
2020-07-12,红椒(1),10.0,5.56,5.96
2020-07-12,红灯笼椒(1),17.3,11.37,0.184
2020-07-12,红灯笼椒(1),18.0,11.37,1.091
2020-07-12,红薯尖,5.4,3.6,0.619
2020-07-12,红薯尖,5.5,3.6,0.251
2020-07-12,红薯尖,5.6,3.6,1.807
2020-07-12,红薯尖,5.8,3.6,0.301
2020-07-12,红薯尖,6.0,3.6,10.118
2020-07-12,苋菜,4.5,2.39,0.482
2020-07-12,苋菜,4.6,2.39,0.562
2020-07-12,苋菜,5.0,2.39,7.087
2020-07-12,菜心,7.1,4.86,0.526
2020-07-12,菜心,7.2,4.86,0.288
2020-07-12,菜心,7.3,4.86,0.338
2020-07-12,菜心,7.5,4.86,0.589
2020-07-12,菜心,7.6,4.86,0.338
2020-07-12,菜心,8.0,4.86,17.37
2020-07-12,螺丝椒,6.4,6.27,0.15
2020-07-12,螺丝椒,11.1,6.27,0.267
2020-07-12,螺丝椒,11.5,6.27,0.409
2020-07-12,螺丝椒,12.0,6.27,5.429
2020-07-12,西兰花,9.6,8.49,0.529
2020-07-12,西兰花,11.1,8.49,0.494
2020-07-12,西兰花,12.7,8.49,1.059
2020-07-12,西兰花,12.9,8.49,0.808
2020-07-12,西兰花,13.1,8.49,0.322
2020-07-12,西兰花,13.3,8.49,0.429
2020-07-12,西兰花,14.0,8.49,37.049
2020-07-12,西峡香菇(1),15.8,12.0,0.222
2020-07-12,西峡香菇(1),18.0,12.0,0.308
2020-07-12,西峡香菇(1),18.7,12.0,0.419
2020-07-12,西峡香菇(1),18.8,12.0,0.121
2020-07-12,西峡香菇(1),19.8,12.0,14.682
2020-07-12,金针菇(1),5.8,4.25,0.476
2020-07-12,金针菇(1),7.0,4.25,0.464
2020-07-12,金针菇(1),8.0,4.25,12.232
2020-07-12,青尖椒,7.2,4.94,0.326
2020-07-12,青尖椒,7.3,4.94,0.201
2020-07-12,青尖椒,8.0,4.94,2.997
2020-07-12,青梗散花,5.6,3.48,0.315
2020-07-12,青梗散花,6.0,3.48,0.358
2020-07-12,青梗散花,6.4,3.48,1.706
2020-07-12,青梗散花,6.5,3.48,0.516
2020-07-12,青梗散花,6.6,3.48,0.416
2020-07-12,青梗散花,6.7,3.48,0.659
2020-07-12,青梗散花,7.0,3.48,26.955
2020-07-12,青线椒,11.2,7.91,0.384
2020-07-12,青线椒,12.0,7.91,5.836
2020-07-12,青茄子(1),3.4,2.22,0.427
2020-07-12,青茄子(1),3.6,2.22,0.503
2020-07-12,青茄子(1),3.7,2.22,1.306
2020-07-12,青茄子(1),4.0,2.22,21.634
2020-07-12,高瓜(1),10.0,5.41,1.904
2020-07-12,黄白菜(2),0.4,5.31,0.579
2020-07-12,黄白菜(2),5.0,5.31,0.613
2020-07-12,黄白菜(2),8.2,5.31,0.423
2020-07-12,黄白菜(2),8.5,5.31,0.635
2020-07-12,黄白菜(2),8.6,5.31,0.668
2020-07-12,黄白菜(2),8.7,5.31,0.301
2020-07-12,黄白菜(2),9.0,5.31,29.615
2020-07-13,七彩椒(1),18.0,8.8,0.879
2020-07-13,上海青,7.3,6.25,0.782
2020-07-13,上海青,9.2,6.25,0.551
2020-07-13,上海青,10.0,6.25,11.174
2020-07-13,东门口小白菜,8.0,3.76,7.318
2020-07-13,云南油麦菜,5.1,3.75,0.401
2020-07-13,云南油麦菜,5.4,3.75,0.686
2020-07-13,云南油麦菜,5.6,3.75,0.334
2020-07-13,云南油麦菜,6.0,3.75,23.868
2020-07-13,云南生菜,8.1,6.92,0.271
2020-07-13,云南生菜,8.6,6.92,0.571
2020-07-13,云南生菜,8.7,6.92,0.13
2020-07-13,云南生菜,9.1,6.92,1.153
2020-07-13,云南生菜,9.3,6.92,0.14
2020-07-13,云南生菜,9.4,6.92,0.261
2020-07-13,云南生菜,10.0,6.92,30.459
2020-07-13,净藕(1),13.6,9.0,0.551
2020-07-13,净藕(1),16.0,9.0,7.9559999999999995
2020-07-13,大白菜,3.6,2.1,1.784
2020-07-13,大白菜,4.0,2.1,16.508
2020-07-13,大龙茄子,10.0,4.28,8.609
2020-07-13,姬菇(1),14.0,7.84,1.309
2020-07-13,娃娃菜,6.5,4.05,1.0
2020-07-13,娃娃菜,6.9,4.05,7.0
2020-07-13,小白菜,16.0,10.35,3.605
2020-07-13,小米椒,22.7,10.18,0.136
2020-07-13,小米椒,23.8,10.18,0.12
2020-07-13,小米椒,25.8,10.18,3.201
2020-07-13,木耳菜,7.0,4.25,3.153
2020-07-13,杏鲍菇(1),9.3,6.06,0.291
2020-07-13,杏鲍菇(1),9.7,6.06,0.251
2020-07-13,杏鲍菇(1),10.0,6.06,12.099
2020-07-13,泡泡椒(精品),8.3,5.86,0.413
2020-07-13,泡泡椒(精品),8.4,5.86,0.223
2020-07-13,泡泡椒(精品),8.5,5.86,0.6910000000000001
2020-07-13,泡泡椒(精品),9.0,5.86,26.793
2020-07-13,海鲜菇(1),18.0,10.03,2.0349999999999997
2020-07-13,灯笼椒(1),10.0,7.09,1.654
2020-07-13,甜白菜,6.4,4.97,0.439
2020-07-13,甜白菜,6.5,4.97,0.351
2020-07-13,甜白菜,6.8,4.97,0.451
2020-07-13,甜白菜,7.2,4.97,0.727
2020-07-13,甜白菜,7.3,4.97,0.689
2020-07-13,甜白菜,7.4,4.97,0.576
2020-07-13,甜白菜,7.6,4.97,0.877
2020-07-13,甜白菜,8.0,4.97,29.927
2020-07-13,竹叶菜,2.9,2.17,0.377
2020-07-13,竹叶菜,3.4,2.17,0.829
2020-07-13,竹叶菜,3.7,2.17,0.678
2020-07-13,竹叶菜,4.0,2.17,10.505
2020-07-13,紫茄子(2),6.8,5.42,0.589
2020-07-13,紫茄子(2),8.0,5.42,19.049
2020-07-13,红杭椒,16.0,6.9,1.9449999999999998
2020-07-13,红椒(1),9.2,5.5,0.12
2020-07-13,红椒(1),9.3,5.5,0.24
2020-07-13,红椒(1),9.7,5.5,0.401
2020-07-13,红椒(1),10.0,5.5,3.916
2020-07-13,红灯笼椒(1),19.8,11.36,0.718
2020-07-13,红薯尖,2.8,3.6,0.418
2020-07-13,红薯尖,4.7,3.6,0.452
2020-07-13,红薯尖,5.5,3.6,2.158
2020-07-13,红薯尖,5.8,3.6,0.334
2020-07-13,红薯尖,6.0,3.6,12.424
2020-07-13,菜心,7.0,4.92,0.539
2020-07-13,菜心,7.6,4.92,0.326
2020-07-13,菜心,8.0,4.92,5.414
2020-07-13,螺丝椒,7.3,6.27,0.631
2020-07-13,螺丝椒,9.3,6.27,0.13
2020-07-13,螺丝椒,10.0,6.27,11.066
2020-07-13,西兰花,12.1,8.29,0.415
2020-07-13,西兰花,14.0,8.29,15.209
2020-07-13,西峡香菇(1),16.8,12.0,0.475
2020-07-13,西峡香菇(1),17.1,12.0,0.248
2020-07-13,西峡香菇(1),17.9,12.0,0.298
2020-07-13,西峡香菇(1),18.3,12.0,0.222
2020-07-13,西峡香菇(1),19.1,12.0,0.152
2020-07-13,西峡香菇(1),19.8,12.0,11.922
2020-07-13,金针菇(1),7.6,3.75,0.376
2020-07-13,金针菇(1),8.0,3.75,12.435
2020-07-13,青尖椒,4.6,5.24,0.1
2020-07-13,青尖椒,8.0,5.24,3.347
2020-07-13,青梗散花,5.2,3.33,0.418
2020-07-13,青梗散花,5.5,3.33,0.887
2020-07-13,青梗散花,5.8,3.33,1.087
2020-07-13,青梗散花,6.0,3.33,14.012
2020-07-13,青线椒,11.1,7.8,0.092
2020-07-13,青线椒,12.0,7.8,4.4239999999999995
2020-07-13,青茄子(1),3.4,2.2,0.528
2020-07-13,青茄子(1),4.0,2.2,15.604
2020-07-13,高瓜(1),5.7,5.4,0.301
2020-07-13,高瓜(1),9.1,5.4,0.411
2020-07-13,高瓜(1),10.0,5.4,2.386
2020-07-13,黄白菜(2),4.6,5.31,0.59
2020-07-13,黄白菜(2),8.7,5.31,1.036
2020-07-13,黄白菜(2),9.0,5.31,9.566
2020-07-14,七彩椒(1),18.0,11.45,0.406
2020-07-14,上海青,10.0,6.0,10.514000000000001
2020-07-14,东门口小白菜,8.0,3.64,4.301
2020-07-14,云南油麦菜,4.7,3.75,0.468
2020-07-14,云南油麦菜,5.4,3.75,0.351
2020-07-14,云南油麦菜,5.5,3.75,0.7020000000000001
2020-07-14,云南油麦菜,6.0,3.75,30.503
2020-07-14,云南生菜,9.6,6.92,0.531
2020-07-14,云南生菜,9.7,6.92,0.451
2020-07-14,云南生菜,10.0,6.92,24.081
2020-07-14,净藕(1),14.9,8.0,0.325
2020-07-14,净藕(1),16.0,8.0,7.359
2020-07-14,大白菜,4.0,1.91,13.620000000000001
2020-07-14,大龙茄子,10.0,4.27,5.9830000000000005
2020-07-14,姬菇(1),14.0,7.8,1.1440000000000001
2020-07-14,娃娃菜,6.0,4.0,1.0
2020-07-14,娃娃菜,6.9,4.0,14.0
2020-07-14,小白菜,16.0,10.35,4.631
2020-07-14,小米椒,25.8,9.84,2.997
2020-07-14,木耳菜,6.3,4.27,0.358
2020-07-14,木耳菜,7.0,4.27,3.712
2020-07-14,杏鲍菇(1),7.9,6.05,0.175
2020-07-14,杏鲍菇(1),9.5,6.05,0.217
2020-07-14,杏鲍菇(1),10.3,6.05,0.434
2020-07-14,杏鲍菇(1),10.9,6.05,0.409
2020-07-14,杏鲍菇(1),12.0,6.05,9.395
2020-07-14,泡泡椒(精品),7.5,5.35,0.445
2020-07-14,泡泡椒(精品),7.7,5.35,0.557
2020-07-14,泡泡椒(精品),8.2,5.35,0.379
2020-07-14,泡泡椒(精品),8.3,5.35,0.557
2020-07-14,泡泡椒(精品),9.0,5.35,26.195
2020-07-14,海鲜菇(1),18.0,9.94,1.141
2020-07-14,海鲜菇(袋)(1),5.1,1.7,1.0
2020-07-14,海鲜菇(袋)(1),5.5,1.7,1.0
2020-07-14,灯笼椒(1),10.0,4.94,2.0949999999999998
2020-07-14,甜白菜,6.7,5.0,0.727
2020-07-14,甜白菜,8.0,5.0,15.778
2020-07-14,白玉菇(2),3.5,2.04,4.0
2020-07-14,竹叶菜,3.8,1.76,0.452
2020-07-14,竹叶菜,4.0,1.76,11.483
2020-07-14,紫茄子(2),7.0,5.67,0.564
2020-07-14,紫茄子(2),7.5,5.67,0.815
2020-07-14,紫茄子(2),8.0,5.67,11.68
2020-07-14,红杭椒,12.9,7.32,0.15
2020-07-14,红杭椒,16.0,7.32,1.3699999999999999
2020-07-14,红椒(1),8.5,5.9,0.22
2020-07-14,红椒(1),9.1,5.9,0.08
2020-07-14,红椒(1),10.0,5.9,2.363
2020-07-14,红灯笼椒(1),18.3,12.22,0.318
2020-07-14,红灯笼椒(1),19.8,12.22,1.067
2020-07-14,红薯尖,5.2,3.2,0.201
2020-07-14,红薯尖,5.4,3.2,0.518
2020-07-14,红薯尖,5.5,3.2,0.5860000000000001
2020-07-14,红薯尖,5.8,3.2,0.435
2020-07-14,红薯尖,6.0,3.2,34.597
2020-07-14,菜心,7.4,4.88,0.276
2020-07-14,菜心,8.0,4.88,9.549999999999999
2020-07-14,螺丝椒,8.7,6.4,0.271
2020-07-14,螺丝椒,9.3,6.4,0.361
2020-07-14,螺丝椒,10.0,6.4,20.757
2020-07-14,西兰花,12.5,7.79,0.715
2020-07-14,西兰花,12.9,7.79,0.379
2020-07-14,西兰花,13.0,7.79,0.429
2020-07-14,西兰花,13.6,7.79,0.408
2020-07-14,西兰花,14.0,7.79,25.29
2020-07-14,西峡香菇(1),17.1,12.0,0.157
2020-07-14,西峡香菇(1),17.2,12.0,0.152
2020-07-14,西峡香菇(1),18.3,12.0,0.222
2020-07-14,西峡香菇(1),18.7,12.0,0.222
2020-07-14,西峡香菇(1),19.8,12.0,11.516
2020-07-14,金针菇(1),8.0,3.75,13.652000000000001
2020-07-14,青尖椒,8.0,5.06,2.608
2020-07-14,青梗散花,4.7,2.97,0.485
2020-07-14,青梗散花,4.8,2.97,0.435
2020-07-14,青梗散花,5.2,2.97,0.268
2020-07-14,青梗散花,5.4,2.97,1.421
2020-07-14,青梗散花,6.0,2.97,27.745
2020-07-14,青线椒,9.6,6.84,0.134
2020-07-14,青线椒,12.0,6.84,3.415
2020-07-14,青茄子(1),3.4,2.16,0.653
2020-07-14,青茄子(1),3.7,2.16,0.955
2020-07-14,青茄子(1),4.0,2.16,14.097
2020-07-14,高瓜(1),10.0,5.24,1.323
2020-07-14,黄白菜(2),8.1,5.31,0.412
2020-07-14,黄白菜(2),9.0,5.31,6.361
2020-07-15,七彩椒(1),21.8,11.9,0.45
2020-07-15,上海青,10.0,5.7,15.176
2020-07-15,东门口小白菜,8.0,3.65,2.922
2020-07-15,云南油麦菜,4.6,3.75,0.585
2020-07-15,云南油麦菜,5.1,3.75,0.284
2020-07-15,云南油麦菜,5.2,3.75,0.385
2020-07-15,云南油麦菜,5.4,3.75,0.753
2020-07-15,云南油麦菜,5.5,3.75,0.418
2020-07-15,云南油麦菜,5.7,3.75,0.401
2020-07-15,云南油麦菜,6.0,3.75,40.792
2020-07-15,云南生菜,8.2,6.91,0.391
2020-07-15,云南生菜,9.1,6.91,0.11
2020-07-15,云南生菜,10.0,6.91,23.083000000000002
2020-07-15,净藕(1),13.1,8.0,0.382
2020-07-15,净藕(1),16.0,8.0,8.040000000000001
2020-07-15,大白菜,2.3,1.52,0.503
2020-07-15,大白菜,2.7,1.52,1.342
2020-07-15,大白菜,2.8,1.52,1.007
2020-07-15,大白菜,3.0,1.52,28.795
2020-07-15,大龙茄子,10.0,4.19,9.692
2020-07-15,姬菇(1),11.6,7.81,0.193
2020-07-15,姬菇(1),14.0,7.81,1.288
2020-07-15,娃娃菜,6.9,4.03,12.0
2020-07-15,小米椒,25.8,9.86,1.188
2020-07-15,木耳菜,6.0,4.26,0.387
2020-07-15,木耳菜,7.0,4.26,5.5169999999999995
2020-07-15,杏鲍菇(1),10.4,6.07,0.409
2020-07-15,杏鲍菇(1),10.8,6.07,0.259
2020-07-15,杏鲍菇(1),11.5,6.07,0.334
2020-07-15,杏鲍菇(1),12.0,6.07,13.225
2020-07-15,泡泡椒(精品),7.1,5.59,0.256
2020-07-15,泡泡椒(精品),7.9,5.59,0.29
2020-07-15,泡泡椒(精品),8.0,5.59,0.312
2020-07-15,泡泡椒(精品),8.2,5.59,0.245
2020-07-15,泡泡椒(精品),8.3,5.59,0.9570000000000001
2020-07-15,泡泡椒(精品),8.4,5.59,0.401
2020-07-15,泡泡椒(精品),8.5,5.59,0.5680000000000001
2020-07-15,泡泡椒(精品),9.0,5.59,32.711
2020-07-15,海鲜菇(1),16.3,9.96,0.145
2020-07-15,海鲜菇(1),18.0,9.96,1.73
2020-07-15,海鲜菇(袋)(1),5.7,1.7,1.0
2020-07-15,灯笼椒(1),10.0,4.46,0.451
2020-07-15,甜白菜,8.0,5.0,22.96
2020-07-15,白玉菇(2),3.5,2.05,3.0
2020-07-15,竹叶菜,3.6,1.77,0.452
2020-07-15,竹叶菜,4.0,1.77,13.744
2020-07-15,紫茄子(2),6.9,5.69,0.414
2020-07-15,紫茄子(2),8.0,5.69,13.435
2020-07-15,红杭椒,18.0,7.97,2.1310000000000002
2020-07-15,红椒(1),11.2,6.36,0.334
2020-07-15,红椒(1),11.4,6.36,0.351
2020-07-15,红椒(1),12.0,6.36,4.017
2020-07-15,红灯笼椒(1),19.8,11.65,0.6920000000000001
2020-07-15,红薯尖,5.1,3.2,0.251
2020-07-15,红薯尖,5.2,3.2,0.217
2020-07-15,红薯尖,6.0,3.2,15.134
2020-07-15,菜心,6.9,4.91,0.313
2020-07-15,菜心,7.3,4.91,0.288
2020-07-15,菜心,7.5,4.91,0.363
2020-07-15,菜心,8.0,4.91,9.724
2020-07-15,螺丝椒,10.0,6.38,19.574
2020-07-15,西兰花,12.1,7.76,0.515
2020-07-15,西兰花,12.9,7.76,0.8800000000000001
2020-07-15,西兰花,13.3,7.76,0.336
2020-07-15,西兰花,14.0,7.76,17.069
2020-07-15,西峡香菇(1),17.6,12.0,0.318
2020-07-15,西峡香菇(1),18.9,12.0,0.242
2020-07-15,西峡香菇(1),19.8,12.0,7.195
2020-07-15,金针菇(1),7.2,4.22,0.389
2020-07-15,金针菇(1),7.3,4.22,0.376
2020-07-15,金针菇(1),7.4,4.22,0.752
2020-07-15,金针菇(1),8.0,4.22,11.341
2020-07-15,青尖椒,6.9,5.04,0.389
2020-07-15,青尖椒,8.0,5.04,4.273
2020-07-15,青梗散花,5.2,2.87,0.468
2020-07-15,青梗散花,5.4,2.87,0.535
2020-07-15,青梗散花,5.5,2.87,0.334
2020-07-15,青梗散花,6.0,2.87,17.825
2020-07-15,青线椒,11.2,7.06,0.167
2020-07-15,青线椒,12.0,7.06,3.597
2020-07-15,青茄子(1),4.6,2.49,14.629
2020-07-15,高瓜(1),8.5,5.24,0.241
2020-07-15,高瓜(1),10.0,5.24,1.575
2020-07-15,黄白菜(2),9.0,5.31,19.145
2020-07-16,七彩椒(1),21.8,12.51,0.661
2020-07-16,上海青,10.0,5.67,13.959
2020-07-16,东门口小白菜,8.0,3.65,2.883
2020-07-16,云南油麦菜,0.7,3.75,0.234
2020-07-16,云南油麦菜,5.1,3.75,0.318
2020-07-16,云南油麦菜,5.2,3.75,1.037
2020-07-16,云南油麦菜,5.5,3.75,1.0710000000000002
2020-07-16,云南油麦菜,5.6,3.75,0.569
2020-07-16,云南油麦菜,6.0,3.75,41.056
2020-07-16,云南生菜,0.4,6.8,0.17
2020-07-16,云南生菜,2.2,6.8,0.22
2020-07-16,云南生菜,7.4,6.8,0.241
2020-07-16,云南生菜,8.6,6.8,0.441
